Hero Data:
GE_Grant_AttackSpeedAOE_C GE_Grant_AttackSpeedAOE.Default__GE_Grant_AttackSpeedAOE_C
GE_AttackSpeedAOE_C GE_AttackSpeedAOE.Default__GE_AttackSpeedAOE_C
GE_Grant_Card_Over50PerCDR_C GE_Grant_Card_Over50PerCDR.Default__GE_Grant_Card_Over50PerCDR_C
GE_Card_Over50PerCDR_C GE_Card_Over50PerCDR.Default__GE_Card_Over50PerCDR_C
GE_Grant_Aura_Armor_Both_C GE_Grant_Aura_Armor_Both.Default__GE_Grant_Aura_Armor_Both_C
GE_Aura_Armor_Both_C GE_Aura_Armor_Both.Default__GE_Aura_Armor_Both_C
GE_Grant_EnergyPotion_Corruption_C GE_Grant_EnergyPotion_Corruption.Default__GE_Grant_EnergyPotion_Corruption_C
GE_EnergyPotion_Corruption_C GE_EnergyPotion_Corruption.Default__GE_EnergyPotion_Corruption_C
GE_EnergyPotion_Corruption_Siphon_C GE_EnergyPotion_Corruption_Siphon.Default__GE_EnergyPotion_Corruption_Siphon_C
GE_Grant_HealthPotion_Corruption_C GE_Grant_HealthPotion_Corruption.Default__GE_Grant_HealthPotion_Corruption_C
GE_HealthPotion_Corruption_C GE_HealthPotion_Corruption.Default__GE_HealthPotion_Corruption_C
GE_Grant_HealthPotion_Intellect_C GE_Grant_HealthPotion_Intellect.Default__GE_Grant_HealthPotion_Intellect_C
GE_HealthPotion_Intellect_C GE_HealthPotion_Intellect.Default__GE_HealthPotion_Intellect_C
GE_Grant_EnergyPotion_Order_C GE_Grant_EnergyPotion_Order.Default__GE_Grant_EnergyPotion_Order_C
GE_EnergyPotion_Order_Allies_C GE_EnergyPotion_Order_Allies.Default__GE_EnergyPotion_Order_Allies_C
GE_EnergyPotion_Order_Self_C GE_EnergyPotion_Order_Self.Default__GE_EnergyPotion_Order_Self_C
GE_Grant_HealthPotion_Order_C GE_Grant_HealthPotion_Order.Default__GE_Grant_HealthPotion_Order_C
GE_HealthPotion_Order_Allies_C GE_HealthPotion_Order_Allies.Default__GE_HealthPotion_Order_Allies_C
GE_HealthPotion_Order_Self_C GE_HealthPotion_Order_Self.Default__GE_HealthPotion_Order_Self_C
GE_Card_HealingBonus_C GE_Card_HealingBonus.Default__GE_Card_HealingBonus_C
GE_Grant_Card_MP_PotToAllies_C GE_Grant_Card_MP_PotToAllies.Default__GE_Grant_Card_MP_PotToAllies_C
GE_Card_MP_PotToAllies_C GE_Card_MP_PotToAllies.Default__GE_Card_MP_PotToAllies_C
GE_Grant_Active_OnHit_Shred_Physical_C GE_Grant_Active_OnHit_Shred_Physical.Default__GE_Grant_Active_OnHit_Shred_Physical_C
GE_Grant_Passive_OnHit_Shred_Physical_C GE_Grant_Passive_OnHit_Shred_Physical.Default__GE_Grant_Passive_OnHit_Shred_Physical_C
GE_Card_Passive_OnHit_Shred_Physical_C GE_Card_Passive_OnHit_Shred_Physical.Default__GE_Card_Passive_OnHit_Shred_Physical_C
GE_Grant_Active_OnHit_Shred_Energy_C GE_Grant_Active_OnHit_Shred_Energy.Default__GE_Grant_Active_OnHit_Shred_Energy_C
GE_Grant_Passive_OnHit_Shred_Energy_C GE_Grant_Passive_OnHit_Shred_Energy.Default__GE_Grant_Passive_OnHit_Shred_Energy_C
GE_Card_Passive_OnHit_Shred_Energy_C GE_Card_Passive_OnHit_Shred_Energy.Default__GE_Card_Passive_OnHit_Shred_Energy_C
GE_Grant_Card_Aura_Minion_HPS_C GE_Grant_Card_Aura_Minion_HPS.Default__GE_Grant_Card_Aura_Minion_HPS_C
GE_Card_Aura_Minion_HPS_C GE_Card_Aura_Minion_HPS.Default__GE_Card_Aura_Minion_HPS_C
GE_Grant_Card_Aura_Minion_Damage_Physical_C GE_Grant_Card_Aura_Minion_Damage_Physical.Default__GE_Grant_Card_Aura_Minion_Damage_Physical_C
GE_Card_Aura_Minion_Damage_Physical_C GE_Card_Aura_Minion_Damage_Physical.Default__GE_Card_Aura_Minion_Damage_Physical_C
GE_Grant_Card_Aura_Minion_Damage_Energy_C GE_Grant_Card_Aura_Minion_Damage_Energy.Default__GE_Grant_Card_Aura_Minion_Damage_Energy_C
GE_Card_Aura_Minion_Damage_Energy_C GE_Card_Aura_Minion_Damage_Energy.Default__GE_Card_Aura_Minion_Damage_Energy_C
GE_Grant_Card_OnHitPlayer_Shred_Physical_Armor_C GE_Grant_Card_OnHitPlayer_Shred_Physical_Armor.Default__GE_Grant_Card_OnHitPlayer_Shred_Physical_Armor_C
GE_Card_OnHitPlayer_Shred_Physical_Armor_C GE_Card_OnHitPlayer_Shred_Physical_Armor.Default__GE_Card_OnHitPlayer_Shred_Physical_Armor_C
GE_Grant_Card_GainMana_C GE_Grant_Card_GainMana.Default__GE_Grant_Card_GainMana_C
GE_Card_GainMana_C GE_Card_GainMana.Default__GE_Card_GainMana_C
GE_Grant_Card_OnHit_WhenCW_Burn_C GE_Grant_Card_OnHit_WhenCW_Burn.Default__GE_Grant_Card_OnHit_WhenCW_Burn_C
GE_Standard_Burn_C GE_Standard_Burn.Default__GE_Standard_Burn_C
GE_Standard_Burn_BonusToShield_C GE_Standard_Burn_BonusToShield.Default__GE_Standard_Burn_BonusToShield_C
GE_Grant_Card_Gain40PerHP_C GE_Grant_Card_Gain40PerHP.Default__GE_Grant_Card_Gain40PerHP_C
GE_Card_Gain40PerHP_C GE_Card_Gain40PerHP.Default__GE_Card_Gain40PerHP_C
GE_Card_CritChance_When_CW_Child_C GE_Card_CritChance_When_CW_Child.Default__GE_Card_CritChance_When_CW_Child_C
GE_Grant_Card_OnHitPlayer_Shred_Energy_Armor_C GE_Grant_Card_OnHitPlayer_Shred_Energy_Armor.Default__GE_Grant_Card_OnHitPlayer_Shred_Energy_Armor_C
GE_Card_OnHitPlayer_Shred_Energy_Armor_C GE_Card_OnHitPlayer_Shred_Energy_Armor.Default__GE_Card_OnHitPlayer_Shred_Energy_Armor_C
GE_Grant_Active_OnAbilityHitLifeGrant_C GE_Grant_Active_OnAbilityHitLifeGrant.Default__GE_Grant_Active_OnAbilityHitLifeGrant_C
GE_Grant_Passive_OnAbilityHitLifeGrant_C GE_Grant_Passive_OnAbilityHitLifeGrant.Default__GE_Grant_Passive_OnAbilityHitLifeGrant_C
GE_Card_Passive_OnAbilityLifeGrant_C GE_Card_Passive_OnAbilityLifeGrant.Default__GE_Card_Passive_OnAbilityLifeGrant_C
GE_Card_CritChance_OOC_Child_C GE_Card_CritChance_OOC_Child.Default__GE_Card_CritChance_OOC_Child_C
GE_Grant_Active_OnAbilityHitPhysicalShred_C GE_Grant_Active_OnAbilityHitPhysicalShred.Default__GE_Grant_Active_OnAbilityHitPhysicalShred_C
GE_Grant_Passive_OnAbilityHitPhysicalShred_C GE_Grant_Passive_OnAbilityHitPhysicalShred.Default__GE_Grant_Passive_OnAbilityHitPhysicalShred_C
GE_Card_OnAbilityHitPhysicalShred_C GE_Card_OnAbilityHitPhysicalShred.Default__GE_Card_OnAbilityHitPhysicalShred_C
GE_Grant_Active_OnAbilityHitPosion_C GE_Grant_Active_OnAbilityHitPosion.Default__GE_Grant_Active_OnAbilityHitPosion_C
GE_Grant_Passive_OnAbilityHitPosion_C GE_Grant_Passive_OnAbilityHitPosion.Default__GE_Grant_Passive_OnAbilityHitPosion_C
GE_Card_OnAbilityHit_Poison_C GE_Card_OnAbilityHit_Poison.Default__GE_Card_OnAbilityHit_Poison_C
GE_Standard_Blight_C GE_Standard_Blight.Default__GE_Standard_Blight_C
GE_Standard_Blight_FromPoison_C GE_Standard_Blight_FromPoison.Default__GE_Standard_Blight_FromPoison_C
GE_Grant_Card_OnKillPlayer_GainShadowPlane_C GE_Grant_Card_OnKillPlayer_GainShadowPlane.Default__GE_Grant_Card_OnKillPlayer_GainShadowPlane_C
GE_Card_OnKillPlayer_GainShadowPlane_C GE_Card_OnKillPlayer_GainShadowPlane.Default__GE_Card_OnKillPlayer_GainShadowPlane_C
GE_Grant_Card_DamageBasedonCurrentHP_C GE_Grant_Card_DamageBasedonCurrentHP.Default__GE_Grant_Card_DamageBasedonCurrentHP_C
GE_Card_DamageBasedonCurrentHP_C GE_Card_DamageBasedonCurrentHP.Default__GE_Card_DamageBasedonCurrentHP_C
GE_Card_LifeSteal_VsBleed_Child_C GE_Card_LifeSteal_VsBleed_Child.Default__GE_Card_LifeSteal_VsBleed_Child_C
GE_Grant_Card_PBAOE_Slow_C GE_Grant_Card_PBAOE_Slow.Default__GE_Grant_Card_PBAOE_Slow_C
GE_Card_PBAOE_Slow_C GE_Card_PBAOE_Slow.Default__GE_Card_PBAOE_Slow_C
GE_Grant_Active_WhenHitSlow_C GE_Grant_Active_WhenHitSlow.Default__GE_Grant_Active_WhenHitSlow_C
GE_Grant_Passive_WhenHitSlow_C GE_Grant_Passive_WhenHitSlow.Default__GE_Grant_Passive_WhenHitSlow_C
GE_Card_WhenHit_Slow_C GE_Card_WhenHit_Slow.Default__GE_Card_WhenHit_Slow_C
GE_Grant_Card_ShieldBasedOnCurrentMana_C GE_Grant_Card_ShieldBasedOnCurrentMana.Default__GE_Grant_Card_ShieldBasedOnCurrentMana_C
GE_Card_ShieldBasedOnCurrentMana_C GE_Card_ShieldBasedOnCurrentMana.Default__GE_Card_ShieldBasedOnCurrentMana_C
GE_Grant_Card_Mana_From_Units_C GE_Grant_Card_Mana_From_Units.Default__GE_Grant_Card_Mana_From_Units_C
GE_Card_Mana_From_Units_C GE_Card_Mana_From_Units.Default__GE_Card_Mana_From_Units_C
GE_Card_MPS_BasedOnMana_C GE_Card_MPS_BasedOnMana.Default__GE_Card_MPS_BasedOnMana_C
GE_Grant_Card_Pen_From_Heroes_C GE_Grant_Card_Pen_From_Heroes.Default__GE_Grant_Card_Pen_From_Heroes_C
GE_Card_Pen_From_Heroes_C GE_Card_Pen_From_Heroes.Default__GE_Card_Pen_From_Heroes_C
GE_Grant_Card_Over50PerMPS_C GE_Grant_Card_Over50PerMPS.Default__GE_Grant_Card_Over50PerMPS_C
GE_Card_Over50PerMPS_C GE_Card_Over50PerMPS.Default__GE_Card_Over50PerMPS_C
GE_Card_EnergyRegen_and_Health_InWell_C GE_Card_EnergyRegen_and_Health_InWell.Default__GE_Card_EnergyRegen_and_Health_InWell_C
GE_Grant_ShieldBasedOnOverHealing_C GE_Grant_ShieldBasedOnOverHealing.Default__GE_Grant_ShieldBasedOnOverHealing_C
GE_ShieldBasedOnOverHealing_C GE_ShieldBasedOnOverHealing.Default__GE_ShieldBasedOnOverHealing_C
GE_Card_Armor_vs_Crit_When_Poisoned_C GE_Card_Armor_vs_Crit_When_Poisoned.Default__GE_Card_Armor_vs_Crit_When_Poisoned_C
GE_Card_Armor_vs_Crit_When_Burning_C GE_Card_Armor_vs_Crit_When_Burning.Default__GE_Card_Armor_vs_Crit_When_Burning_C
GE_Card_Armor_vs_Crit_When_Bleeding_C GE_Card_Armor_vs_Crit_When_Bleeding.Default__GE_Card_Armor_vs_Crit_When_Bleeding_C
GE_Card_AttackSpeed_While_Carrying_BlueBuff_C GE_Card_AttackSpeed_While_Carrying_BlueBuff.Default__GE_Card_AttackSpeed_While_Carrying_BlueBuff_C
GE_Grant_OnHit_Slow_While_Carrying_RedBuff_C GE_Grant_OnHit_Slow_While_Carrying_RedBuff.Default__GE_Grant_OnHit_Slow_While_Carrying_RedBuff_C
GE_Card_OnHit_Slow_While_Carrying_RedBuff_C GE_Card_OnHit_Slow_While_Carrying_RedBuff.Default__GE_Card_OnHit_Slow_While_Carrying_RedBuff_C
GE_Card_EnergyDamage_BasedOnMana_C GE_Card_EnergyDamage_BasedOnMana.Default__GE_Card_EnergyDamage_BasedOnMana_C
GE_Grant_Card_OnHit_JungleAI_Heal_C GE_Grant_Card_OnHit_JungleAI_Heal.Default__GE_Grant_Card_OnHit_JungleAI_Heal_C
GE_Card_OnHit_JungleAI_Heal_C GE_Card_OnHit_JungleAI_Heal.Default__GE_Card_OnHit_JungleAI_Heal_C
GE_Grant_Steal_EnergyArmor_When_Burning_C GE_Grant_Steal_EnergyArmor_When_Burning.Default__GE_Grant_Steal_EnergyArmor_When_Burning_C
GE_Steal_EnergyArmor_When_Burning_C GE_Steal_EnergyArmor_When_Burning.Default__GE_Steal_EnergyArmor_When_Burning_C
GE_Steal_EnergyArmorEnemy_When_Burning_C GE_Steal_EnergyArmorEnemy_When_Burning.Default__GE_Steal_EnergyArmorEnemy_When_Burning_C
GE_Grant_Steal_PhysicalArmor_When_Bleeding_C GE_Grant_Steal_PhysicalArmor_When_Bleeding.Default__GE_Grant_Steal_PhysicalArmor_When_Bleeding_C
GE_Steal_PhysicalArmor_When_Bleeding_C GE_Steal_PhysicalArmor_When_Bleeding.Default__GE_Steal_PhysicalArmor_When_Bleeding_C
GE_Steal_PhysicalArmorEnemy_When_Bleeding_C GE_Steal_PhysicalArmorEnemy_When_Bleeding.Default__GE_Steal_PhysicalArmorEnemy_When_Bleeding_C
GE_Card_CDR_and_Energy_Damage_When_Poisoned_C GE_Card_CDR_and_Energy_Damage_When_Poisoned.Default__GE_Card_CDR_and_Energy_Damage_When_Poisoned_C
GE_Card_Attack_Speed_and_Physical_Damage_When_Bleeding_C GE_Card_Attack_Speed_and_Physical_Damage_When_Bleeding.Default__GE_Card_Attack_Speed_and_Physical_Damage_When_Bleeding_C
GE_Card_Attack_Speed_and_Movespeed_When_Burning_C GE_Card_Attack_Speed_and_Movespeed_When_Burning.Default__GE_Card_Attack_Speed_and_Movespeed_When_Burning_C
GE_Card_HealingBonus_When_Poisoned_C GE_Card_HealingBonus_When_Poisoned.Default__GE_Card_HealingBonus_When_Poisoned_C
GE_Card_EnergyArmor_When_Burning_C GE_Card_EnergyArmor_When_Burning.Default__GE_Card_EnergyArmor_When_Burning_C
GE_Card_PhysicalArmor_When_Bleeding_C GE_Card_PhysicalArmor_When_Bleeding.Default__GE_Card_PhysicalArmor_When_Bleeding_C
GE_Grant_PBAOE_Cleanse_C GE_Grant_PBAOE_Cleanse.Default__GE_Grant_PBAOE_Cleanse_C
GE_Grant_PBAOE_SpeedBuff_C GE_Grant_PBAOE_SpeedBuff.Default__GE_Grant_PBAOE_SpeedBuff_C
GE_PBAOE_MoveSpeedBonus_C GE_PBAOE_MoveSpeedBonus.Default__GE_PBAOE_MoveSpeedBonus_C
GE_Card_FlatJungleMinionDamage_Rig_C GE_Card_FlatJungleMinionDamage_Rig.Default__GE_Card_FlatJungleMinionDamage_Rig_C
GE_Card_MinionDamage_C GE_Card_MinionDamage.Default__GE_Card_MinionDamage_C
GE_Grant_HealthPotion_Growth_Minions_C GE_Grant_HealthPotion_Growth_Minions.Default__GE_Grant_HealthPotion_Growth_Minions_C
GE_HealthPotion_Growth_Minions_C GE_HealthPotion_Growth_Minions.Default__GE_HealthPotion_Growth_Minions_C
GE_Grant_EnergyPotion_Growth_C GE_Grant_EnergyPotion_Growth.Default__GE_Grant_EnergyPotion_Growth_C
GE_EnergyPotion_Growth_C GE_EnergyPotion_Growth.Default__GE_EnergyPotion_Growth_C
GE_Grant_HealthPotion_Growth_C GE_Grant_HealthPotion_Growth.Default__GE_Grant_HealthPotion_Growth_C
GE_HealthPotion_Growth_C GE_HealthPotion_Growth.Default__GE_HealthPotion_Growth_C
GE_Grant_HealthPotion_Fury_C GE_Grant_HealthPotion_Fury.Default__GE_Grant_HealthPotion_Fury_C
GE_HealthPotion_Fury_C GE_HealthPotion_Fury.Default__GE_HealthPotion_Fury_C
GE_Grant_EnergyPotion_Fury_C GE_Grant_EnergyPotion_Fury.Default__GE_Grant_EnergyPotion_Fury_C
GE_EnergyPotion_Fury_C GE_EnergyPotion_Fury.Default__GE_EnergyPotion_Fury_C
GE_Grant_WhenHit_By_Crit_Blight_C GE_Grant_WhenHit_By_Crit_Blight.Default__GE_Grant_WhenHit_By_Crit_Blight_C
GE_Card_Passive_HP_And_PD_OverTime_C GE_Card_Passive_HP_And_PD_OverTime.Default__GE_Card_Passive_HP_And_PD_OverTime_C
GE_Card_Passive_HP_And_PD_OverTime_CleanUp_C GE_Card_Passive_HP_And_PD_OverTime_CleanUp.Default__GE_Card_Passive_HP_And_PD_OverTime_CleanUp_C
GE_Card_PD_And_HP_Over_Time_C GE_Card_PD_And_HP_Over_Time.Default__GE_Card_PD_And_HP_Over_Time_C
GE_Grant_Blink_Reset-NEW_C GE_Grant_Blink_Reset-NEW.Default__GE_Grant_Blink_Reset-NEW_C
GE_Card_Passive_Reset_On_KillOrAsst_C GE_Card_Passive_Reset_On_KillOrAsst.Default__GE_Card_Passive_Reset_On_KillOrAsst_C
GE_Card_Passive_Time_ToKill_C GE_Card_Passive_Time_ToKill.Default__GE_Card_Passive_Time_ToKill_C
GE_Card_LifeSteal_When_CW_C GE_Card_LifeSteal_When_CW.Default__GE_Card_LifeSteal_When_CW_C
GE_Grant_Damage_to_Shield_Shred_Armor_C GE_Grant_Damage_to_Shield_Shred_Armor.Default__GE_Grant_Damage_to_Shield_Shred_Armor_C
GE_Card_Damage_to_Shield_Shred_Armor_C GE_Card_Damage_to_Shield_Shred_Armor.Default__GE_Card_Damage_to_Shield_Shred_Armor_C
GE_Grant_Blink_For_Health_C GE_Grant_Blink_For_Health.Default__GE_Grant_Blink_For_Health_C
GE_Card_Blink_CD_On_Hero_Damage_C GE_Card_Blink_CD_On_Hero_Damage.Default__GE_Card_Blink_CD_On_Hero_Damage_C
GE_IgnorePawnCollision_C GE_IgnorePawnCollision.Default__GE_IgnorePawnCollision_C
GE_Card_Blink_Health_Cost_C GE_Card_Blink_Health_Cost.Default__GE_Card_Blink_Health_Cost_C
GE_Card_Passive_MP_And_ED_OverTime_C GE_Card_Passive_MP_And_ED_OverTime.Default__GE_Card_Passive_MP_And_ED_OverTime_C
GE_Card_ED_And_Mana_Over_Time_C GE_Card_ED_And_Mana_Over_Time.Default__GE_Card_ED_And_Mana_Over_Time_C
GE_Card_Passive_MP_And_ED_OverTime_CleanUp_C GE_Card_Passive_MP_And_ED_OverTime_CleanUp.Default__GE_Card_Passive_MP_And_ED_OverTime_CleanUp_C
GE_Grant_Blink_For_Mana_C GE_Grant_Blink_For_Mana.Default__GE_Grant_Blink_For_Mana_C
GE_Card_Blink_Mana_Cost_C GE_Card_Blink_Mana_Cost.Default__GE_Card_Blink_Mana_Cost_C
GE_Grant_Toggle_DMG_Armor_MRegen_C GE_Grant_Toggle_DMG_Armor_MRegen.Default__GE_Grant_Toggle_DMG_Armor_MRegen_C
GE_Card_Toggle_Armor_C GE_Card_Toggle_Armor.Default__GE_Card_Toggle_Armor_C
GE_Card_Toggle_Damage_C GE_Card_Toggle_Damage.Default__GE_Card_Toggle_Damage_C
GE_Card_Toggle_Mana_Regen_C GE_Card_Toggle_Mana_Regen.Default__GE_Card_Toggle_Mana_Regen_C
GE_Grant_Ethereal_Gem_C GE_Grant_Ethereal_Gem.Default__GE_Grant_Ethereal_Gem_C
GE_Card_Ethereal_Gem_C GE_Card_Ethereal_Gem.Default__GE_Card_Ethereal_Gem_C
GE_Grant_Card_PBAOE_Cleave_C GE_Grant_Card_PBAOE_Cleave.Default__GE_Grant_Card_PBAOE_Cleave_C
GE_Card_PBAOE_Cleave_C GE_Card_PBAOE_Cleave.Default__GE_Card_PBAOE_Cleave_C
GE_Card_CleaveBonus_C GE_Card_CleaveBonus.Default__GE_Card_CleaveBonus_C
GE_Grant_MoveSpeed_InWell_C GE_Grant_MoveSpeed_InWell.Default__GE_Grant_MoveSpeed_InWell_C
GE_Card_MoveSpeed_InWell_C GE_Card_MoveSpeed_InWell.Default__GE_Card_MoveSpeed_InWell_C
GE_Card_HealthRegen_InWell_C GE_Card_HealthRegen_InWell.Default__GE_Card_HealthRegen_InWell_C
GE_Grant_Active_OnAbilityHitVision_C GE_Grant_Active_OnAbilityHitVision.Default__GE_Grant_Active_OnAbilityHitVision_C
GE_Grant_Passive_OnAbilityHitVision_C GE_Grant_Passive_OnAbilityHitVision.Default__GE_Grant_Passive_OnAbilityHitVision_C
GE_Card_Passive_OnAbilityHitVision_C GE_Card_Passive_OnAbilityHitVision.Default__GE_Card_Passive_OnAbilityHitVision_C
GE_Grant_Active_WhenHitPoison_C GE_Grant_Active_WhenHitPoison.Default__GE_Grant_Active_WhenHitPoison_C
GE_Grant_Passive_WhenHitPoison_C GE_Grant_Passive_WhenHitPoison.Default__GE_Grant_Passive_WhenHitPoison_C
GE_Standard_Poison_C GE_Standard_Poison.Default__GE_Standard_Poison_C
GE_Card_Passive_PoisonResetCD_C GE_Card_Passive_PoisonResetCD.Default__GE_Card_Passive_PoisonResetCD_C
GE_Grant_EnergyDamage_Based_on_EnergyArmor_C GE_Grant_EnergyDamage_Based_on_EnergyArmor.Default__GE_Grant_EnergyDamage_Based_on_EnergyArmor_C
GE_Card_EnergyDamage_Based_on_EnergyArmor_C GE_Card_EnergyDamage_Based_on_EnergyArmor.Default__GE_Card_EnergyDamage_Based_on_EnergyArmor_C
GE_Grant_AttackDamage_Based_on_PhysArmor_C GE_Grant_AttackDamage_Based_on_PhysArmor.Default__GE_Grant_AttackDamage_Based_on_PhysArmor_C
GE_Card_AttackDamage_Based_on_PhysArmor_C GE_Card_AttackDamage_Based_On_PhysArmor.Default__GE_Card_AttackDamage_Based_on_PhysArmor_C
GE_Grant_Card_Convert_HPS_to_MPS_C GE_Grant_Card_Convert_HPS_to_MPS.Default__GE_Grant_Card_Convert_HPS_to_MPS_C
GE_Card_Convert_HPS_to_MPS_C GE_Card_Convert_HPS_to_MPS.Default__GE_Card_Convert_HPS_to_MPS_C
GE_Card_Health_Cost_C GE_Card_Health_Cost.Default__GE_Card_Health_Cost_C
GE_Grant_Card_Convert_3x_MPS_to_HPS_C GE_Grant_Card_Convert_3x_MPS_to_HPS.Default__GE_Grant_Card_Convert_3x_MPS_to_HPS_C
GE_Card_Convert_3x_MPS_to_HPS_C GE_Card_Convert_3x_MPS_to_HPS.Default__GE_Card_Convert_3x_MPS_to_HPS_C
GE_Grant_Blink_Charm_C GE_Grant_Blink_Charm.Default__GE_Grant_Blink_Charm_C
GE_Grant_WardPlacement_Green_C GE_Grant_WardPlacement_Green.Default__GE_Grant_WardPlacement_Green_C
GE_Grant_OnActivateTeleportToAlly_C GE_Grant_OnActivateTeleportToAlly.Default__GE_Grant_OnActivateTeleportToAlly_C
GE_ApplyGameplayCueToTarget_C GE_ApplyGameplayCueToTarget.Default__GE_ApplyGameplayCueToTarget_C
GE_Card_OnActivateTeleportToAlly_CDR_C GE_Card_OnActivateTeleportToAlly_CDR.Default__GE_Card_OnActivateTeleportToAlly_CDR_C
GE_Teleport_C GE_Teleport.Default__GE_Teleport_C
GE_Card_NoCardShop_C GE_Card_NoCardShop.Default__GE_Card_NoCardShop_C
GE_Card_NoCarryPrime_C GE_Card_NoCarryPrime.Default__GE_Card_NoCarryPrime_C
GE_Grant_Aura_PowerRegen_By_LvL_C GE_Grant_Aura_PowerRegen_By_LvL.Default__GE_Grant_Aura_PowerRegen_By_LvL_C
GE_Aura_PowerRegen_By_LvL_C GE_Aura_PowerRegen_By_LvL.Default__GE_Aura_PowerRegen_By_LvL_C
GE_CarriedBuff_BlackBuff_C GE_CarriedBuff_BlackBuff.Default__GE_CarriedBuff_BlackBuff_C
GE_CarriedBuff_StructureBurn_C GE_CarriedBuff_StructureBurn.Default__GE_CarriedBuff_StructureBurn_C
GE_CarriedBuff_RedBuff_C GE_CarriedBuff_RedBuff.Default__GE_CarriedBuff_RedBuff_C
GE_CarriedBuff_MoveSpeedOnHit_C GE_CarriedBuff_MoveSpeedOnHit.Default__GE_CarriedBuff_MoveSpeedOnHit_C
GE_CarriedBuff_BlueBuff_C GE_CarriedBuff_BlueBuff.Default__GE_CarriedBuff_BlueBuff_C
Coin_CardXP_C Coin_CardXP.Default__Coin_CardXP_C
GE_PrimeHelix_Carried_C GE_PrimeHelix_Carried.Default__GE_PrimeHelix_Carried_C
StandardKnockup_C StandardKnockup.Default__StandardKnockup_C
StandardKnockback_C StandardKnockback.Default__StandardKnockback_C
StandardJuggernaut_C StandardJuggernaut.Default__StandardJuggernaut_C
StandardLimbo_C StandardLimbo.Default__StandardLimbo_C
StandardUnselectable_C StandardUnselectable.Default__StandardUnselectable_C
StandardStun_C StandardStun.Default__StandardStun_C
StandardRoot_C StandardRoot.Default__StandardRoot_C
StandardSilence_C StandardSilence.Default__StandardSilence_C
StandardAbilityBlockMovementInput_C StandardAbilityBlockMovementInput.Default__StandardAbilityBlockMovementInput_C
GE_Response_ShieldPenetration_Add_C GE_Response_ShieldPenetration_Add.Default__GE_Response_ShieldPenetration_Add_C
Standard_Damage_Basic_C Standard_Damage_Basic.Default__Standard_Damage_Basic_C
GE_Counter_Coil_Overdrive_DamageSelf_C GE_Counter_Coil_Overdrive_DamageSelf.Default__GE_Counter_Coil_Overdrive_DamageSelf_C
GE_Response_Stat_CoodlownReduction_C GE_Response_Stat_CoodlownReduction.Default__GE_Response_Stat_CoodlownReduction_C
GE_Response_Aura_Armor_Both_C GE_Response_Aura_Armor_Both.Default__GE_Response_Aura_Armor_Both_C
GE_Response_Aura_PH_MHP_C GE_Response_Aura_PH_MHP.Default__GE_Response_Aura_PH_MHP_C
GE_Response_Aura_PH_MvM_C GE_Response_Aura_PH_MvM.Default__GE_Response_Aura_PH_MvM_C
GE_Response_Aura_PH_MvS_C GE_Response_Aura_PH_MvS.Default__GE_Response_Aura_PH_MvS_C
GE_Response_Aura_HealthRegen_C GE_Response_Aura_HealthRegen.Default__GE_Response_Aura_HealthRegen_C
GE_Response_Aura_PowerRegen_C GE_Response_Aura_PowerRegen.Default__GE_Response_Aura_PowerRegen_C
GE_Response_Aura_Minion_HPS_C GE_Response_Aura_Minion_HPS.Default__GE_Response_Aura_Minion_HPS_C
GE_Response_Aura_Minion_Damage_Energy_C GE_Response_Aura_Minion_Damage_Energy.Default__GE_Response_Aura_Minion_Damage_Energy_C
GE_Response_Aura_Minion_Damage_Physical_C GE_Response_Aura_Minion_Damage_Physical.Default__GE_Response_Aura_Minion_Damage_Physical_C
GE_Response_Juggernaut_C GE_Response_Juggernaut.Default__GE_Response_Juggernaut_C
GE_Response_Immunity_NegativeStatusEffects_C GE_Response_Immunity_NegativeStatusEffects.Default__GE_Response_Immunity_NegativeStatusEffects_C
GE_Response_Immunity_AbilityDamage_C GE_Response_Immunity_AbilityDamage.Default__GE_Response_Immunity_AbilityDamage_C
GE_Response_Immunity_Damage_C GE_Response_Immunity_Damage.Default__GE_Response_Immunity_Damage_C
GE_PrimeHelix_Buff_C GE_PrimeHelix_Buff.Default__GE_PrimeHelix_Buff_C
BadAssMode_C BadAssMode.Default__BadAssMode_C
GodMode_C GodMode.Default__GodMode_C
StandardInterrupt_C StandardInterrupt.Default__StandardInterrupt_C
GE_KnockBackStun_C GE_KnockBackStun.Default__GE_KnockBackStun_C
GE_KnockUpStun_C GE_KnockUpStun.Default__GE_KnockUpStun_C
GE_Card_Stat_MaxStats_C GE_Card_Stat_MaxStats.Default__GE_Card_Stat_MaxStats_C
GE_Card_Stat_Pierce_Shield_C GE_Card_Stat_Pierce_Shield.Default__GE_Card_Stat_Pierce_Shield_C
GE_Card_Stat_CleaveRating_C GE_Card_Stat_CleaveRating.Default__GE_Card_Stat_CleaveRating_C
GE_Card_Stat_Perseverance_C GE_Card_Stat_Perseverance.Default__GE_Card_Stat_Perseverance_C
GE_Card_Stat_MaxMoveSpeed_NonTravel_C GE_Card_Stat_MaxMoveSpeed_NonTravel.Default__GE_Card_Stat_MaxMoveSpeed_NonTravel_C
GE_Card_Stat_MaxMoveSpeed_C GE_Card_Stat_MaxMoveSpeed.Default__GE_Card_Stat_MaxMoveSpeed_C
